ID,Name,Time,Central Position,,Central Pressure,Maximum Wind Speed,,Gale Radius,Moving Speed,Daily Precipitation
,,8/3/2019 21:00,26.3,146.1,994,21,76,240,32,-
,,8/4/2019 3:00,26.7,144.6,990,24,86,240,28,
,,8/4/2019 9:00,27.3,143.2,990,24,86,250,25,
,,8/4/2019 15:00,28.7,141.7,990,24,86,250,32,
,,8/4/2019 21:00,29.5,140.1,990,24,86,250,25,-
,,8/5/2019 3:00,29.9,138.3,985,27,97,250,22,
,,8/5/2019 9:00,30.5,136.1,985,27,97,220,36,
,,8/5/2019 15:00,30.8,134.6,985,27,97,230,24,
,,8/5/2019 21:00,31.2,133.1,975,32,115,230,26,-
,,8/6/2019 3:00,31.8,131.8,975,32,115,190,24,
,,8/6/2019 6:00,32.3,131.4,985,23,83,170,22,
,,8/6/2019 9:00,32.8,130.7,992,20,72,100,29,
,,8/6/2019 12:00,33.3,130,996,20,72,80,29,
,,8/6/2019 15:00,33.9,129.6,998,19,68,80,25,
,,8/6/2019 18:00,34.5,129.3,998,19,68,120,24,
,,8/6/2019 21:00,35.2,129,1000,15,54,-,27,-
,,8/7/2019 3:00,36.7,128.7,1000,15,54,-,28,
,,8/7/2019 9:00,37.9,128.7,1000,14,50,-,22,
,,8/7/2019 15:00,38.4,129.2,1000,14,50,-,16,
,,8/7/2019 21:00,39.3,129.8,1002,14,50,-,13,-
201918,MITAG,9/26/2019 21:00,12.9,143.5,1004,15,54,-,51,1
,,9/27/2019 3:00,13.2,141.8,1004,15,54,-,31,
,,9/27/2019 9:00,13.1,139.8,1004,15,54,-,36,
,,9/27/2019 15:00,13.6,137.6,1004,15,54,-,41,
,,9/27/2019 21:00,14.2,135.8,1004,15,54,-,34,36
,,9/28/2019 3:00,14.7,134.4,1004,15,54,-,27,
,,9/28/2019 9:00,15.4,132.2,1000,17,61,200,56,
,,9/28/2019 15:00,17.1,130.9,998,18,65,210,26,
,,9/28/2019 21:00,17.6,129.3,994,21,76,240,30,0.7
,,9/29/2019 3:00,17.9,127.8,985,27,97,270,27,
,,9/29/2019 9:00,18.1,126.7,985,27,97,270,18,
,,9/29/2019 15:00,18.9,126,980,29,104,290,21,
,,9/29/2019 21:00,20.2,124.6,975,32,115,310,28,0
,,9/30/2019 3:00,21,123.6,975,32,115,320,21,
,,9/30/2019 9:00,21.6,123,975,32,115,320,16,
,,9/30/2019 15:00,22.8,122.9,970,35,126,320,22,
,,9/30/2019 21:00,24.5,122.9,965,37,133,320,34,22.6
,,10/1/2019 3:00,26.1,122.4,965,37,133,320,24,
,,10/1/2019 9:00,27.4,122.3,970,35,126,310,22,
,,10/1/2019 12:00,28,122.2,970,35,126,310,22,
,,10/1/2019 15:00,28.6,122.2,975,32,115,310,22,
,,10/1/2019 18:00,29.3,122.3,975,32,115,310,24,
,,10/1/2019 21:00,30,122.4,975,32,115,310,26,36.3
,,10/2/2019 0:00,30.5,122.6,980,29,104,330,20,
,,10/2/2019 3:00,30.8,122.9,980,29,104,330,15,
,,10/2/2019 6:00,31.3,123.4,980,29,104,320,24,
,,10/2/2019 9:00,31.9,123.8,980,29,104,320,24,
,,10/2/2019 12:00,32.7,124.2,985,27,97,300,30,
,,10/2/2019 15:00,33.4,124.7,985,27,97,280,30,
,,10/2/2019 18:00,33.9,125.4,985,27,97,270,30,
,,10/2/2019 21:00,34.4,126.3,985,24,86,230,33,136.2
,,10/3/2019 0:00,34.9,127.2,990,20,72,200,33,
,,10/3/2019 3:00,35.7,128.2,992,19,68,170,42,
,,10/3/2019 6:00,37.1,129.5,992,18,65,120,65,
,,10/3/2019 9:00,37.8,130,992,18,65,120,30,
,,10/3/2019 12:00,38,130.7,990,18,65,-,22,0.2
202005,JANGMI,8/9/2020 3:00,21.4,126.2,1000,18,65,200,37,
,,8/9/2020 9:00,23.3,126,1000,18,65,200,34,
,,8/9/2020 15:00,24.4,126.2,1000,18,65,230,32,
,,8/9/2020 21:00,27.3,126.4,998,19,68,240,59,-
,,8/10/2020 0:00,28.9,126.3,998,19,68,240,59,
,,8/10/2020 3:00,30.1,126.5,998,19,68,240,45,
,,8/10/2020 6:00,31.1,126.9,998,19,68,240,39,
,,8/10/2020 9:00,32.1,127.4,998,19,68,200,40,
,,8/10/2020 12:00,33.4,128,998,18,65,190,52,
,,8/10/2020 15:00,34.8,128.6,998,18,65,180,55,
,,8/10/2020 17:00,35.6,129.2,998,15,54,-,52,4.2
202009,MAYSAK,8/28/2020 3:00,16.7,131.8,1000,15,54,-,13,
,,8/28/2020 9:00,16.9,131,1000,15,54,-,19,
,,8/28/2020 15:00,17.2,130.3,998,18,65,200,14,
,,8/28/2020 21:00,17.1,129.8,996,20,72,230,9,2.3
,,8/29/2020 3:00,16.7,129.7,992,23,83,250,3,
,,8/29/2020 9:00,16.4,129.8,985,27,97,280,3,
,,8/29/2020 15:00,16.6,129.6,985,27,97,300,8,
,,8/29/2020 21:00,17,129.2,980,29,104,310,13,1.5
,,8/30/2020 3:00,17.1,129,975,32,115,320,3,
,,8/30/2020 9:00,17,129.1,975,32,115,330,3,
,,8/30/2020 15:00,18.5,129,965,37,133,330,29,
,,8/30/2020 21:00,19.2,129,960,39,140,340,13,-
,,8/31/2020 3:00,20.7,128.9,955,40,144,340,28,
,,8/31/2020 9:00,22.4,128.5,950,43,155,380,31,
,,8/31/2020 15:00,24.2,127.7,950,43,155,380,37,
,,8/31/2020 21:00,25,127.2,945,45,162,380,22,0
,,9/1/2020 3:00,26.1,126.5,940,47,169,380,21,
,,9/1/2020 9:00,26.9,126,935,49,176,380,13,
,,9/1/2020 15:00,27.6,126.1,935,49,176,380,16,
,,9/1/2020 21:00,28.4,126.3,935,49,176,380,12,0.1
,,9/2/2020 0:00,29,126.5,935,49,176,380,23,
,,9/2/2020 3:00,29.4,126.6,940,47,169,370,16,
,,9/2/2020 6:00,30,126.7,940,47,169,370,22,
,,9/2/2020 9:00,30.5,126.8,945,45,162,360,19,
,,9/2/2020 12:00,31.1,126.9,945,45,162,360,23,
,,9/2/2020 15:00,31.6,127.1,945,45,162,360,19,
,,9/2/2020 18:00,32.4,127.5,945,45,162,360,32,
,,9/2/2020 21:00,33.1,127.9,945,45,162,360,28,183.6
,,9/3/2020 0:00,34,128.4,950,43,155,350,36,
,,9/3/2020 3:00,35.4,128.9,960,39,140,350,54,
,,9/3/2020 6:00,37.3,129.1,960,39,140,300,70,
,,9/3/2020 9:00,38.9,129.2,970,35,126,300,59,
,,9/3/2020 12:00,40.1,129,970,35,126,-,45,0.3
202010,HAISHEN,9/1/2020 9:00,21.4,144.8,1004,15,54,-,22,
,,9/1/2020 15:00,21.1,144.3,1004,15,54,-,8,
,,9/1/2020 21:00,20.5,143.9,1000,17,61,200,20,0.1
,,9/2/2020 3:00,19.9,143.5,998,19,68,240,7,
,,9/2/2020 9:00,19.2,142.5,994,21,76,250,31,
,,9/2/2020 15:00,19.4,141.5,990,24,86,260,22,
,,9/2/2020 21:00,19.8,140.7,985,27,97,280,14,183.6
,,9/3/2020 3:00,20,139.4,980,29,104,280,19,
,,9/3/2020 9:00,20.2,138.5,970,35,126,350,16,
,,9/3/2020 15:00,20.6,137.6,965,37,133,340,22,
,,9/3/2020 21:00,21,136.6,955,40,144,370,20,0.3
,,9/4/2020 3:00,21.2,135.8,950,43,155,390,14,
,,9/4/2020 9:00,21.8,135.1,935,49,176,400,20,
,,9/4/2020 15:00,22.2,134.3,920,53,191,450,17,
,,9/4/2020 21:00,22.7,133.5,920,53,191,450,17,-
,,9/5/2020 3:00,23.3,132.6,920,53,191,450,20,
,,9/5/2020 9:00,23.9,132.1,920,53,191,450,15,
,,9/5/2020 15:00,24.7,131.5,915,55,198,500,19,
,,9/5/2020 21:00,25.4,131,920,53,191,450,16,7.6
,,9/6/2020 3:00,26.4,130.9,925,51,184,440,22,
,,9/6/2020 9:00,27.7,130.6,935,49,176,430,22,
,,9/6/2020 15:00,29.4,130.1,945,45,162,420,30,
,,9/6/2020 18:00,30.2,129.8,945,45,162,420,32,
,,9/6/2020 21:00,31,129.5,945,45,162,420,31,71.7
,,9/7/2020 0:00,31.9,129.3,950,43,155,400,34,
,,9/7/2020 3:00,32.9,129.1,950,43,155,400,37,
,,9/7/2020 6:00,34,129.2,955,40,144,380,41,
,,9/7/2020 9:00,35.3,129.3,955,35,126,380,48,
,,9/7/2020 12:00,36.9,129.2,965,32,115,350,59,
,,9/7/2020 15:00,38.6,128.9,970,30,108,330,64,
,,9/7/2020 18:00,39.4,128.7,975,28,101,280,38,
,,9/7/2020 21:00,40.4,128.6,980,29,104,-,37,79.8
